Date,Country,Province/State,Lat,Long,Confirmed,Recovered,Deaths
22/01/20,Afghanistan,,33,65,0,0,0
23/01/20,Afghanistan,,33,65,0,0,0
24/01/20,Afghanistan,,33,65,0,0,0
25/01/20,Afghanistan,,33,65,0,0,0
26/01/20,Afghanistan,,33,65,0,0,0
27/01/20,Afghanistan,,33,65,0,0,0
28/01/20,Afghanistan,,33,65,0,0,0
29/01/20,Afghanistan,,33,65,0,0,0
30/01/20,Afghanistan,,33,65,0,0,0
31/01/20,Afghanistan,,33,65,0,0,0
01/02/20,Afghanistan,,33,65,0,0,0
02/02/20,Afghanistan,,33,65,0,0,0
03/02/20,Afghanistan,,33,65,0,0,0
04/02/20,Afghanistan,,33,65,0,0,0
05/02/20,Afghanistan,,33,65,0,0,0
06/02/20,Afghanistan,,33,65,0,0,0
07/02/20,Afghanistan,,33,65,0,0,0
08/02/20,Afghanistan,,33,65,0,0,0
09/02/20,Afghanistan,,33,65,0,0,0
10/02/20,Afghanistan,,33,65,0,0,0
11/02/20,Afghanistan,,33,65,0,0,0
12/02/20,Afghanistan,,33,65,0,0,0
13/02/20,Afghanistan,,33,65,0,0,0
14/02/20,Afghanistan,,33,65,0,0,0
15/02/20,Afghanistan,,33,65,0,0,0
16/02/20,Afghanistan,,33,65,0,0,0
17/02/20,Afghanistan,,33,65,0,0,0
18/02/20,Afghanistan,,33,65,0,0,0
19/02/20,Afghanistan,,33,65,0,0,0
20/02/20,Afghanistan,,33,65,0,0,0
21/02/20,Afghanistan,,33,65,0,0,0
22/02/20,Afghanistan,,33,65,0,0,0
23/02/20,Afghanistan,,33,65,0,0,0
24/02/20,Afghanistan,,33,65,1,0,0
25/02/20,Afghanistan,,33,65,1,0,0
26/02/20,Afghanistan,,33,65,1,0,0
27/02/20,Afghanistan,,33,65,1,0,0
28/02/20,Afghanistan,,33,65,1,0,0
29/02/20,Afghanistan,,33,65,1,0,0
01/03/20,Afghanistan,,33,65,1,0,0
02/03/20,Afghanistan,,33,65,1,0,0
03/03/20,Afghanistan,,33,65,1,0,0
04/03/20,Afghanistan,,33,65,1,0,0
05/03/20,Afghanistan,,33,65,1,0,0
06/03/20,Afghanistan,,33,65,1,0,0
07/03/20,Afghanistan,,33,65,1,0,0
08/03/20,Afghanistan,,33,65,4,0,0
09/03/20,Afghanistan,,33,65,4,0,0
10/03/20,Afghanistan,,33,65,5,0,0
11/03/20,Afghanistan,,33,65,7,0,0
12/03/20,Afghanistan,,33,65,7,0,0
13/03/20,Afghanistan,,33,65,7,0,0
14/03/20,Afghanistan,,33,65,11,0,0
15/03/20,Afghanistan,,33,65,16,0,0
16/03/20,Afghanistan,,33,65,21,1,0
17/03/20,Afghanistan,,33,65,22,1,0
18/03/20,Afghanistan,,33,65,22,1,0
19/03/20,Afghanistan,,33,65,22,1,0
20/03/20,Afghanistan,,33,65,24,1,0
21/03/20,Afghanistan,,33,65,24,1,0
22/03/20,Afghanistan,,33,65,40,1,1
23/03/20,Afghanistan,,33,65,40,1,1
24/03/20,Afghanistan,,33,65,74,1,1
25/03/20,Afghanistan,,33,65,84,2,2
26/03/20,Afghanistan,,33,65,94,2,4
27/03/20,Afghanistan,,33,65,110,2,4
28/03/20,Afghanistan,,33,65,110,2,4
29/03/20,Afghanistan,,33,65,120,2,4
30/03/20,Afghanistan,,33,65,170,2,4
31/03/20,Afghanistan,,33,65,174,5,4
01/04/20,Afghanistan,,33,65,237,5,4
02/04/20,Afghanistan,,33,65,273,10,6
03/04/20,Afghanistan,,33,65,281,10,6
04/04/20,Afghanistan,,33,65,299,10,7
05/04/20,Afghanistan,,33,65,349,15,7
06/04/20,Afghanistan,,33,65,367,18,11
07/04/20,Afghanistan,,33,65,423,18,14
08/04/20,Afghanistan,,33,65,444,29,14
09/04/20,Afghanistan,,33,65,484,32,15
10/04/20,Afghanistan,,33,65,521,32,15
11/04/20,Afghanistan,,33,65,555,32,18
12/04/20,Afghanistan,,33,65,607,32,18
13/04/20,Afghanistan,,33,65,665,32,21
14/04/20,Afghanistan,,33,65,714,40,23
15/04/20,Afghanistan,,33,65,784,43,25
16/04/20,Afghanistan,,33,65,840,54,30
17/04/20,Afghanistan,,33,65,906,99,30
18/04/20,Afghanistan,,33,65,933,112,30
19/04/20,Afghanistan,,33,65,996,131,33
20/04/20,Afghanistan,,33,65,1026,135,36
21/04/20,Afghanistan,,33,65,1092,150,36
22/04/20,Afghanistan,,33,65,1176,166,40
22/01/20,Albania,,41.1533,20.1683,0,0,0
23/01/20,Albania,,41.1533,20.1683,0,0,0
24/01/20,Albania,,41.1533,20.1683,0,0,0
25/01/20,Albania,,41.1533,20.1683,0,0,0
26/01/20,Albania,,41.1533,20.1683,0,0,0
27/01/20,Albania,,41.1533,20.1683,0,0,0
28/01/20,Albania,,41.1533,20.1683,0,0,0
29/01/20,Albania,,41.1533,20.1683,0,0,0
30/01/20,Albania,,41.1533,20.1683,0,0,0
31/01/20,Albania,,41.1533,20.1683,0,0,0
01/02/20,Albania,,41.1533,20.1683,0,0,0
02/02/20,Albania,,41.1533,20.1683,0,0,0
03/02/20,Albania,,41.1533,20.1683,0,0,0
04/02/20,Albania,,41.1533,20.1683,0,0,0
05/02/20,Albania,,41.1533,20.1683,0,0,0
06/02/20,Albania,,41.1533,20.1683,0,0,0
07/02/20,Albania,,41.1533,20.1683,0,0,0
08/02/20,Albania,,41.1533,20.1683,0,0,0
09/02/20,Albania,,41.1533,20.1683,0,0,0
10/02/20,Albania,,41.1533,20.1683,0,0,0
11/02/20,Albania,,41.1533,20.1683,0,0,0
12/02/20,Albania,,41.1533,20.1683,0,0,0
13/02/20,Albania,,41.1533,20.1683,0,0,0
14/02/20,Albania,,41.1533,20.1683,0,0,0
15/02/20,Albania,,41.1533,20.1683,0,0,0
16/02/20,Albania,,41.1533,20.1683,0,0,0
17/02/20,Albania,,41.1533,20.1683,0,0,0
18/02/20,Albania,,41.1533,20.1683,0,0,0
19/02/20,Albania,,41.1533,20.1683,0,0,0
20/02/20,Albania,,41.1533,20.1683,0,0,0
21/02/20,Albania,,41.1533,20.1683,0,0,0
22/02/20,Albania,,41.1533,20.1683,0,0,0
23/02/20,Albania,,41.1533,20.1683,0,0,0
24/02/20,Albania,,41.1533,20.1683,0,0,0
25/02/20,Albania,,41.1533,20.1683,0,0,0
26/02/20,Albania,,41.1533,20.1683,0,0,0
27/02/20,Albania,,41.1533,20.1683,0,0,0
28/02/20,Albania,,41.1533,20.1683,0,0,0
29/02/20,Albania,,41.1533,20.1683,0,0,0
01/03/20,Albania,,41.1533,20.1683,0,0,0
02/03/20,Albania,,41.1533,20.1683,0,0,0
03/03/20,Albania,,41.1533,20.1683,0,0,0
04/03/20,Albania,,41.1533,20.1683,0,0,0
05/03/20,Albania,,41.1533,20.1683,0,0,0
06/03/20,Albania,,41.1533,20.1683,0,0,0
07/03/20,Albania,,41.1533,20.1683,0,0,0
08/03/20,Albania,,41.1533,20.1683,0,0,0
09/03/20,Albania,,41.1533,20.1683,2,0,0
10/03/20,Albania,,41.1533,20.1683,10,0,0
11/03/20,Albania,,41.1533,20.1683,12,0,1
12/03/20,Albania,,41.1533,20.1683,23,0,1
13/03/20,Albania,,41.1533,20.1683,33,0,1
14/03/20,Albania,,41.1533,20.1683,38,0,1
15/03/20,Albania,,41.1533,20.1683,42,0,1
16/03/20,Albania,,41.1533,20.1683,51,0,1
17/03/20,Albania,,41.1533,20.1683,55,0,1
18/03/20,Albania,,41.1533,20.1683,59,0,2
19/03/20,Albania,,41.1533,20.1683,64,0,2
20/03/20,Albania,,41.1533,20.1683,70,0,2
21/03/20,Albania,,41.1533,20.1683,76,2,2
22/03/20,Albania,,41.1533,20.1683,89,2,2
23/03/20,Albania,,41.1533,20.1683,104,2,4
24/03/20,Albania,,41.1533,20.1683,123,10,5
25/03/20,Albania,,41.1533,20.1683,146,17,5
26/03/20,Albania,,41.1533,20.1683,174,17,6
27/03/20,Albania,,41.1533,20.1683,186,31,8
28/03/20,Albania,,41.1533,20.1683,197,31,10
29/03/20,Albania,,41.1533,20.1683,212,33,10
30/03/20,Albania,,41.1533,20.1683,223,44,11
31/03/20,Albania,,41.1533,20.1683,243,52,15
01/04/20,Albania,,41.1533,20.1683,259,67,15
02/04/20,Albania,,41.1533,20.1683,277,76,16
03/04/20,Albania,,41.1533,20.1683,304,89,17
04/04/20,Albania,,41.1533,20.1683,333,99,20
05/04/20,Albania,,41.1533,20.1683,361,104,20
06/04/20,Albania,,41.1533,20.1683,377,116,21
07/04/20,Albania,,41.1533,20.1683,383,131,22
08/04/20,Albania,,41.1533,20.1683,400,154,22
09/04/20,Albania,,41.1533,20.1683,409,165,23
10/04/20,Albania,,41.1533,20.1683,416,182,23
11/04/20,Albania,,41.1533,20.1683,433,197,23
12/04/20,Albania,,41.1533,20.1683,446,217,23
13/04/20,Albania,,41.1533,20.1683,467,232,23
14/04/20,Albania,,41.1533,20.1683,475,248,24
15/04/20,Albania,,41.1533,20.1683,494,251,25
16/04/20,Albania,,41.1533,20.1683,518,277,26
17/04/20,Albania,,41.1533,20.1683,539,283,26
18/04/20,Albania,,41.1533,20.1683,548,302,26
19/04/20,Albania,,41.1533,20.1683,562,314,26
20/04/20,Albania,,41.1533,20.1683,584,327,26
21/04/20,Albania,,41.1533,20.1683,609,345,26
22/04/20,Albania,,41.1533,20.1683,634,356,27
22/01/20,Algeria,,28.0339,1.6596,0,0,0
23/01/20,Algeria,,28.0339,1.6596,0,0,0
24/01/20,Algeria,,28.0339,1.6596,0,0,0
25/01/20,Algeria,,28.0339,1.6596,0,0,0
26/01/20,Algeria,,28.0339,1.6596,0,0,0
27/01/20,Algeria,,28.0339,1.6596,0,0,0
28/01/20,Algeria,,28.0339,1.6596,0,0,0
29/01/20,Algeria,,28.0339,1.6596,0,0,0
30/01/20,Algeria,,28.0339,1.6596,0,0,0
31/01/20,Algeria,,28.0339,1.6596,0,0,0
01/02/20,Algeria,,28.0339,1.6596,0,0,0
02/02/20,Algeria,,28.0339,1.6596,0,0,0
03/02/20,Algeria,,28.0339,1.6596,0,0,0
04/02/20,Algeria,,28.0339,1.6596,0,0,0
05/02/20,Algeria,,28.0339,1.6596,0,0,0
06/02/20,Algeria,,28.0339,1.6596,0,0,0
07/02/20,Algeria,,28.0339,1.6596,0,0,0
08/02/20,Algeria,,28.0339,1.6596,0,0,0
09/02/20,Algeria,,28.0339,1.6596,0,0,0
10/02/20,Algeria,,28.0339,1.6596,0,0,0
11/02/20,Algeria,,28.0339,1.6596,0,0,0
12/02/20,Algeria,,28.0339,1.6596,0,0,0
13/02/20,Algeria,,28.0339,1.6596,0,0,0
14/02/20,Algeria,,28.0339,1.6596,0,0,0
15/02/20,Algeria,,28.0339,1.6596,0,0,0
16/02/20,Algeria,,28.0339,1.6596,0,0,0
17/02/20,Algeria,,28.0339,1.6596,0,0,0
18/02/20,Algeria,,28.0339,1.6596,0,0,0
19/02/20,Algeria,,28.0339,1.6596,0,0,0
20/02/20,Algeria,,28.0339,1.6596,0,0,0
21/02/20,Algeria,,28.0339,1.6596,0,0,0
22/02/20,Algeria,,28.0339,1.6596,0,0,0
23/02/20,Algeria,,28.0339,1.6596,0,0,0
24/02/20,Algeria,,28.0339,1.6596,0,0,0
25/02/20,Algeria,,28.0339,1.6596,1,0,0
26/02/20,Algeria,,28.0339,1.6596,1,0,0
27/02/20,Algeria,,28.0339,1.6596,1,0,0
28/02/20,Algeria,,28.0339,1.6596,1,0,0
29/02/20,Algeria,,28.0339,1.6596,1,0,0
01/03/20,Algeria,,28.0339,1.6596,1,0,0
02/03/20,Algeria,,28.0339,1.6596,3,0,0
03/03/20,Algeria,,28.0339,1.6596,5,0,0
04/03/20,Algeria,,28.0339,1.6596,12,0,0
05/03/20,Algeria,,28.0339,1.6596,12,0,0
06/03/20,Algeria,,28.0339,1.6596,17,0,0
07/03/20,Algeria,,28.0339,1.6596,17,0,0
08/03/20,Algeria,,28.0339,1.6596,19,0,0
09/03/20,Algeria,,28.0339,1.6596,20,0,0
10/03/20,Algeria,,28.0339,1.6596,20,0,0
11/03/20,Algeria,,28.0339,1.6596,20,0,0
12/03/20,Algeria,,28.0339,1.6596,24,8,1
13/03/20,Algeria,,28.0339,1.6596,26,8,2
14/03/20,Algeria,,28.0339,1.6596,37,12,3
15/03/20,Algeria,,28.0339,1.6596,48,12,4
16/03/20,Algeria,,28.0339,1.6596,54,12,4
17/03/20,Algeria,,28.0339,1.6596,60,12,4
18/03/20,Algeria,,28.0339,1.6596,74,12,7
19/03/20,Algeria,,28.0339,1.6596,87,32,9
20/03/20,Algeria,,28.0339,1.6596,90,32,11
21/03/20,Algeria,,28.0339,1.6596,139,32,15
22/03/20,Algeria,,28.0339,1.6596,201,65,17
23/03/20,Algeria,,28.0339,1.6596,230,65,17
24/03/20,Algeria,,28.0339,1.6596,264,24,19
25/03/20,Algeria,,28.0339,1.6596,302,65,21
26/03/20,Algeria,,28.0339,1.6596,367,29,25
27/03/20,Algeria,,28.0339,1.6596,409,29,26
28/03/20,Algeria,,28.0339,1.6596,454,31,29
29/03/20,Algeria,,28.0339,1.6596,511,31,31
30/03/20,Algeria,,28.0339,1.6596,584,37,35
31/03/20,Algeria,,28.0339,1.6596,716,46,44
01/04/20,Algeria,,28.0339,1.6596,847,61,58
02/04/20,Algeria,,28.0339,1.6596,986,61,86
03/04/20,Algeria,,28.0339,1.6596,1171,62,105
04/04/20,Algeria,,28.0339,1.6596,1251,90,130
05/04/20,Algeria,,28.0339,1.6596,1320,90,152
06/04/20,Algeria,,28.0339,1.6596,1423,90,173
07/04/20,Algeria,,28.0339,1.6596,1468,113,193
08/04/20,Algeria,,28.0339,1.6596,1572,237,205
09/04/20,Algeria,,28.0339,1.6596,1666,347,235
10/04/20,Algeria,,28.0339,1.6596,1761,405,256
11/04/20,Algeria,,28.0339,1.6596,1825,460,275
12/04/20,Algeria,,28.0339,1.6596,1914,591,293
13/04/20,Algeria,,28.0339,1.6596,1983,601,313
14/04/20,Algeria,,28.0339,1.6596,2070,691,326
15/04/20,Algeria,,28.0339,1.6596,2160,708,336
16/04/20,Algeria,,28.0339,1.6596,2268,783,348
17/04/20,Algeria,,28.0339,1.6596,2418,846,364
18/04/20,Algeria,,28.0339,1.6596,2534,894,367
19/04/20,Algeria,,28.0339,1.6596,2629,1047,375
20/04/20,Algeria,,28.0339,1.6596,2718,1099,384
21/04/20,Algeria,,28.0339,1.6596,2811,1152,392
22/04/20,Algeria,,28.0339,1.6596,2910,1204,402
22/01/20,Andorra,,42.5063,1.5218,0,0,0
23/01/20,Andorra,,42.5063,1.5218,0,0,0
24/01/20,Andorra,,42.5063,1.5218,0,0,0
25/01/20,Andorra,,42.5063,1.5218,0,0,0
26/01/20,Andorra,,42.5063,1.5218,0,0,0
27/01/20,Andorra,,42.5063,1.5218,0,0,0
28/01/20,Andorra,,42.5063,1.5218,0,0,0
29/01/20,Andorra,,42.5063,1.5218,0,0,0
30/01/20,Andorra,,42.5063,1.5218,0,0,0
31/01/20,Andorra,,42.5063,1.5218,0,0,0
01/02/20,Andorra,,42.5063,1.5218,0,0,0
02/02/20,Andorra,,42.5063,1.5218,0,0,0
03/02/20,Andorra,,42.5063,1.5218,0,0,0
04/02/20,Andorra,,42.5063,1.5218,0,0,0
05/02/20,Andorra,,42.5063,1.5218,0,0,0
06/02/20,Andorra,,42.5063,1.5218,0,0,0
07/02/20,Andorra,,42.5063,1.5218,0,0,0
08/02/20,Andorra,,42.5063,1.5218,0,0,0
09/02/20,Andorra,,42.5063,1.5218,0,0,0
10/02/20,Andorra,,42.5063,1.5218,0,0,0
11/02/20,Andorra,,42.5063,1.5218,0,0,0
12/02/20,Andorra,,42.5063,1.5218,0,0,0
13/02/20,Andorra,,42.5063,1.5218,0,0,0
14/02/20,Andorra,,42.5063,1.5218,0,0,0
15/02/20,Andorra,,42.5063,1.5218,0,0,0
16/02/20,Andorra,,42.5063,1.5218,0,0,0
17/02/20,Andorra,,42.5063,1.5218,0,0,0
18/02/20,Andorra,,42.5063,1.5218,0,0,0
19/02/20,Andorra,,42.5063,1.5218,0,0,0
20/02/20,Andorra,,42.5063,1.5218,0,0,0
21/02/20,Andorra,,42.5063,1.5218,0,0,0
22/02/20,Andorra,,42.5063,1.5218,0,0,0
23/02/20,Andorra,,42.5063,1.5218,0,0,0
24/02/20,Andorra,,42.5063,1.5218,0,0,0
25/02/20,Andorra,,42.5063,1.5218,0,0,0
26/02/20,Andorra,,42.5063,1.5218,0,0,0
27/02/20,Andorra,,42.5063,1.5218,0,0,0
28/02/20,Andorra,,42.5063,1.5218,0,0,0
29/02/20,Andorra,,42.5063,1.5218,0,0,0
01/03/20,Andorra,,42.5063,1.5218,0,0,0
02/03/20,Andorra,,42.5063,1.5218,1,0,0
03/03/20,Andorra,,42.5063,1.5218,1,0,0
04/03/20,Andorra,,42.5063,1.5218,1,0,0
05/03/20,Andorra,,42.5063,1.5218,1,0,0
06/03/20,Andorra,,42.5063,1.5218,1,0,0
07/03/20,Andorra,,42.5063,1.5218,1,0,0
08/03/20,Andorra,,42.5063,1.5218,1,0,0
09/03/20,Andorra,,42.5063,1.5218,1,0,0
10/03/20,Andorra,,42.5063,1.5218,1,0,0
11/03/20,Andorra,,42.5063,1.5218,1,0,0
12/03/20,Andorra,,42.5063,1.5218,1,1,0
13/03/20,Andorra,,42.5063,1.5218,1,0,0
14/03/20,Andorra,,42.5063,1.5218,1,1,0
15/03/20,Andorra,,42.5063,1.5218,1,1,0
16/03/20,Andorra,,42.5063,1.5218,2,1,0
17/03/20,Andorra,,42.5063,1.5218,39,1,0
18/03/20,Andorra,,42.5063,1.5218,39,1,0
19/03/20,Andorra,,42.5063,1.5218,53,1,0
20/03/20,Andorra,,42.5063,1.5218,75,1,0
21/03/20,Andorra,,42.5063,1.5218,88,1,0
22/03/20,Andorra,,42.5063,1.5218,113,1,1
23/03/20,Andorra,,42.5063,1.5218,133,1,1
24/03/20,Andorra,,42.5063,1.5218,164,1,1
25/03/20,Andorra,,42.5063,1.5218,188,1,1
26/03/20,Andorra,,42.5063,1.5218,224,1,3
27/03/20,Andorra,,42.5063,1.5218,267,1,3
28/03/20,Andorra,,42.5063,1.5218,308,1,3
29/03/20,Andorra,,42.5063,1.5218,334,1,6
30/03/20,Andorra,,42.5063,1.5218,370,10,8
31/03/20,Andorra,,42.5063,1.5218,376,10,12
01/04/20,Andorra,,42.5063,1.5218,390,10,14
02/04/20,Andorra,,42.5063,1.5218,428,10,15
03/04/20,Andorra,,42.5063,1.5218,439,16,16
04/04/20,Andorra,,42.5063,1.5218,466,21,17
05/04/20,Andorra,,42.5063,1.5218,501,26,18
06/04/20,Andorra,,42.5063,1.5218,525,31,21
07/04/20,Andorra,,42.5063,1.5218,545,39,22
08/04/20,Andorra,,42.5063,1.5218,564,52,23
09/04/20,Andorra,,42.5063,1.5218,583,58,25
10/04/20,Andorra,,42.5063,1.5218,601,71,26
11/04/20,Andorra,,42.5063,1.5218,601,71,26
12/04/20,Andorra,,42.5063,1.5218,638,128,29
13/04/20,Andorra,,42.5063,1.5218,646,128,29
14/04/20,Andorra,,42.5063,1.5218,659,128,31
15/04/20,Andorra,,42.5063,1.5218,673,169,33
16/04/20,Andorra,,42.5063,1.5218,673,169,33
17/04/20,Andorra,,42.5063,1.5218,696,191,35
18/04/20,Andorra,,42.5063,1.5218,704,205,35
19/04/20,Andorra,,42.5063,1.5218,713,235,36
20/04/20,Andorra,,42.5063,1.5218,717,248,37
21/04/20,Andorra,,42.5063,1.5218,717,282,37
22/04/20,Andorra,,42.5063,1.5218,723,309,37
22/01/20,Angola,,-11.2027,17.8739,0,0,0
23/01/20,Angola,,-11.2027,17.8739,0,0,0
24/01/20,Angola,,-11.2027,17.8739,0,0,0
25/01/20,Angola,,-11.2027,17.8739,0,0,0
26/01/20,Angola,,-11.2027,17.8739,0,0,0
27/01/20,Angola,,-11.2027,17.8739,0,0,0
28/01/20,Angola,,-11.2027,17.8739,0,0,0
29/01/20,Angola,,-11.2027,17.8739,0,0,0
30/01/20,Angola,,-11.2027,17.8739,0,0,0
31/01/20,Angola,,-11.2027,17.8739,0,0,0
01/02/20,Angola,,-11.2027,17.8739,0,0,0
02/02/20,Angola,,-11.2027,17.8739,0,0,0
03/02/20,Angola,,-11.2027,17.8739,0,0,0
04/02/20,Angola,,-11.2027,17.8739,0,0,0
05/02/20,Angola,,-11.2027,17.8739,0,0,0
06/02/20,Angola,,-11.2027,17.8739,0,0,0
07/02/20,Angola,,-11.2027,17.8739,0,0,0
08/02/20,Angola,,-11.2027,17.8739,0,0,0
09/02/20,Angola,,-11.2027,17.8739,0,0,0
10/02/20,Angola,,-11.2027,17.8739,0,0,0
11/02/20,Angola,,-11.2027,17.8739,0,0,0
12/02/20,Angola,,-11.2027,17.8739,0,0,0
13/02/20,Angola,,-11.2027,17.8739,0,0,0
14/02/20,Angola,,-11.2027,17.8739,0,0,0
15/02/20,Angola,,-11.2027,17.8739,0,0,0
16/02/20,Angola,,-11.2027,17.8739,0,0,0
17/02/20,Angola,,-11.2027,17.8739,0,0,0
18/02/20,Angola,,-11.2027,17.8739,0,0,0
19/02/20,Angola,,-11.2027,17.8739,0,0,0
20/02/20,Angola,,-11.2027,17.8739,0,0,0
21/02/20,Angola,,-11.2027,17.8739,0,0,0
22/02/20,Angola,,-11.2027,17.8739,0,0,0
23/02/20,Angola,,-11.2027,17.8739,0,0,0
24/02/20,Angola,,-11.2027,17.8739,0,0,0
25/02/20,Angola,,-11.2027,17.8739,0,0,0
26/02/20,Angola,,-11.2027,17.8739,0,0,0
27/02/20,Angola,,-11.2027,17.8739,0,0,0
28/02/20,Angola,,-11.2027,17.8739,0,0,0
29/02/20,Angola,,-11.2027,17.8739,0,0,0
01/03/20,Angola,,-11.2027,17.8739,0,0,0
02/03/20,Angola,,-11.2027,17.8739,0,0,0
03/03/20,Angola,,-11.2027,17.8739,0,0,0
04/03/20,Angola,,-11.2027,17.8739,0,0,0
05/03/20,Angola,,-11.2027,17.8739,0,0,0
06/03/20,Angola,,-11.2027,17.8739,0,0,0
07/03/20,Angola,,-11.2027,17.8739,0,0,0
08/03/20,Angola,,-11.2027,17.8739,0,0,0
09/03/20,Angola,,-11.2027,17.8739,0,0,0
10/03/20,Angola,,-11.2027,17.8739,0,0,0
11/03/20,Angola,,-11.2027,17.8739,0,0,0
12/03/20,Angola,,-11.2027,17.8739,0,0,0
13/03/20,Angola,,-11.2027,17.8739,0,0,0
14/03/20,Angola,,-11.2027,17.8739,0,0,0
15/03/20,Angola,,-11.2027,17.8739,0,0,0
16/03/20,Angola,,-11.2027,17.8739,0,0,0
17/03/20,Angola,,-11.2027,17.8739,0,0,0
18/03/20,Angola,,-11.2027,17.8739,0,0,0
19/03/20,Angola,,-11.2027,17.8739,0,0,0
20/03/20,Angola,,-11.2027,17.8739,1,0,0
21/03/20,Angola,,-11.2027,17.8739,2,0,0
22/03/20,Angola,,-11.2027,17.8739,2,0,0
23/03/20,Angola,,-11.2027,17.8739,3,0,0
24/03/20,Angola,,-11.2027,17.8739,3,0,0
25/03/20,Angola,,-11.2027,17.8739,3,0,0
26/03/20,Angola,,-11.2027,17.8739,4,0,0
27/03/20,Angola,,-11.2027,17.8739,4,0,0
28/03/20,Angola,,-11.2027,17.8739,5,0,0
29/03/20,Angola,,-11.2027,17.8739,7,0,2
30/03/20,Angola,,-11.2027,17.8739,7,0,2
31/03/20,Angola,,-11.2027,17.8739,7,1,2
01/04/20,Angola,,-11.2027,17.8739,8,1,2
02/04/20,Angola,,-11.2027,17.8739,8,1,2
03/04/20,Angola,,-11.2027,17.8739,8,1,2
04/04/20,Angola,,-11.2027,17.8739,10,2,2
05/04/20,Angola,,-11.2027,17.8739,14,2,2
06/04/20,Angola,,-11.2027,17.8739,16,2,2
07/04/20,Angola,,-11.2027,17.8739,17,2,2
08/04/20,Angola,,-11.2027,17.8739,19,2,2
09/04/20,Angola,,-11.2027,17.8739,19,2,2
10/04/20,Angola,,-11.2027,17.8739,19,2,2
11/04/20,Angola,,-11.2027,17.8739,19,4,2
12/04/20,Angola,,-11.2027,17.8739,19,4,2
13/04/20,Angola,,-11.2027,17.8739,19,4,2
14/04/20,Angola,,-11.2027,17.8739,19,5,2
15/04/20,Angola,,-11.2027,17.8739,19,5,2
16/04/20,Angola,,-11.2027,17.8739,19,5,2
17/04/20,Angola,,-11.2027,17.8739,19,5,2
18/04/20,Angola,,-11.2027,17.8739,24,6,2
19/04/20,Angola,,-11.2027,17.8739,24,6,2
20/04/20,Angola,,-11.2027,17.8739,24,6,2
21/04/20,Angola,,-11.2027,17.8739,24,6,2
22/04/20,Angola,,-11.2027,17.8739,25,6,2
22/01/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
23/01/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
24/01/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
25/01/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
26/01/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
27/01/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
28/01/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
29/01/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
30/01/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
31/01/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
01/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
02/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
03/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
04/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
05/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
06/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
07/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
08/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
09/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
10/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
11/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
12/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
13/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
14/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
15/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
16/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
17/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
18/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
19/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
20/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
21/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
22/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
23/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
24/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
25/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
26/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
27/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
28/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
29/02/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
01/03/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
02/03/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
03/03/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
04/03/20,Antigua and Barbuda,,17.0608,-61.7964,0,0,0
